,Product Name in flipkart,Retail Price (FK),Discounted Price (FK),Product name in Amazon,Retail Price (AMZ),Discounted Price (AMZ)
16788,svvelte alloy bracelet,2499.0,2499.0,svvelte alloy bracelet,2484,3139
16789,the museum outlet alloy bracelet,2599.0,2359.0,the museum outlet alloy bracelet,2586,2767
16790,stop to start solid girl's track pants,599.0,419.0,stop to start solid girl's track pants,486,392
16791,club york solid v-neck casual men's sweater,1999.0,899.0,club york solid v-neck casual men's sweater,1983,1045
16792,club york solid round neck casual men's sweater,1999.0,700.0,club york solid round neck casual men's sweater,1997,855
16793,club york solid v-neck casual men's sweater,1999.0,700.0,club york solid v-neck casual men's sweater,1983,1045
16794,homec geometric cushions cover,1399.0,799.0,homec geometric cushions cover,1386,895
16795,austin wood striped v-neck casual men's sweater,1999.0,699.0,austin wood striped v-neck casual men's sweater,1980,785
16796,homec geometric cushions cover,1399.0,799.0,homec geometric cushions cover,1386,895
16797,alx new york striped v-neck casual men's sweater,3300.0,3300.0,alx new york striped v-neck casual men's sweater,3297,3914
16798,grand bear striped v-neck casual men's sweater,1998.0,1099.0,grand bear striped v-neck casual men's sweater,1986,1422
16799,club york striped v-neck casual men's sweater,2499.0,999.0,club york striped v-neck casual men's sweater,2496,1287
16800,club york striped v-neck casual men's sweater,2499.0,999.0,club york striped v-neck casual men's sweater,2496,1287
16801,925 silver alloy silver bracelet,1599.0,1498.0,925 silver alloy silver bracelet,1595,1832
16802,925 silver alloy silver bracelet,1599.0,1498.0,925 silver alloy silver bracelet,1595,1832
16803,925 silver alloy silver bracelet,1599.0,1498.0,925 silver alloy silver bracelet,1595,1832
16804,925 silver alloy silver bracelet,1599.0,1498.0,925 silver alloy silver bracelet,1595,1832
16805,925 silver alloy silver bracelet,1599.0,1498.0,925 silver alloy silver bracelet,1595,1832
16806,925 silver alloy silver bracelet,1599.0,1498.0,925 silver alloy silver bracelet,1595,1832
16807,925 silver alloy silver bracelet,1599.0,1498.0,925 silver alloy silver bracelet,1595,1832
16808,925 silver silver bracelet,2609.0,2047.0,925 silver silver bracelet,2523,2350
16809,925 silver silver bracelet,2529.0,1983.0,925 silver silver bracelet,2523,2350
16810,925 silver silver bracelet,2418.0,1894.0,925 silver silver bracelet,2523,2350
16811,925 silver silver bracelet,2029.0,1583.0,925 silver silver bracelet,2523,2350
16812,925 silver silver bracelet,2868.0,2254.0,925 silver silver bracelet,2523,2350
16813,925 silver silver bracelet,1818.0,1415.0,925 silver silver bracelet,2523,2350
16814,925 silver silver bracelet,4915.0,3892.0,925 silver silver bracelet,2523,2350
16815,925 silver silver bracelet,3264.0,2571.0,925 silver silver bracelet,2523,2350
16816,925 silver silver bracelet,1872.0,1458.0,925 silver silver bracelet,2523,2350
16817,925 silver silver bracelet,2334.0,1827.0,925 silver silver bracelet,2523,2350
16818,intex baby bed inflatable interactive,3999.0,1998.0,intex baby bed inflatable interactive,3998,2273
16819,abhira top girl's  combo,2499.0,1029.0,abhira top girl's  combo,1995,970
16820,abhira top girl's  combo,2599.0,999.0,abhira top girl's  combo,1995,970
16821,abhira top girl's  combo,2599.0,999.0,abhira top girl's  combo,1995,970
16822,abhira top girl's  combo,2099.0,859.0,abhira top girl's  combo,1995,970
16823,blossom berry fabric bracelet,450.0,300.0,blossom berry fabric bracelet,438,370
16824,abhira top girl's  combo,1999.0,859.0,abhira top girl's  combo,1995,970
16825,eclat brass rhodium bracelet,1789.0,1199.0,eclat brass rhodium bracelet,1788,1395
16826,eternz brass bracelet,750.0,620.0,eternz brass bracelet,741,713
16827,little india abstract double quilts & comforters brown,6999.0,2410.0,little india abstract double quilts & comforters brown,6993,2731
16828,pearlz ocean alloy bracelet,1500.0,399.0,pearlz ocean alloy bracelet,1483,448
16829,pearlz ocean alloy bracelet,1000.0,299.0,pearlz ocean alloy bracelet,1483,448
16830,bianca cotton face towel set,439.0,439.0,bianca cotton face towel set,434,563
16831,gliteri metal bracelet set,3000.0,450.0,gliteri metal bracelet set,2997,525
16832,silver arts stone opal bracelet,649.0,175.0,silver arts stone opal bracelet,632,208
16833,"beadworks acrylic, alloy bracelet",499.0,199.0,"beadworks acrylic, alloy bracelet",495,220
16834,"kenway retail metal, cotton dori silver bracelet set",1080.0,250.0,"kenway retail metal, cotton dori silver bracelet set",1079,311
16835,veinice alloy bracelet,799.0,210.0,veinice alloy bracelet,790,250
16836,rich cottons cotton face towel,999.0,539.0,rich cottons cotton face towel,996,696
16837,zikrak exim floral cushions cover,799.0,418.0,zikrak exim floral cushions cover,785,501
16838,zikrak exim floral cushions cover,999.0,449.0,zikrak exim floral cushions cover,785,501
16839,rubera alloy cubic zirconia bracelet,2150.0,1290.0,rubera alloy cubic zirconia bracelet,2142,1669
16840,nakashi alloy yellow gold bracelet,1199.0,599.0,nakashi alloy yellow gold bracelet,1181,679
16841,cinderella collection by shining diva alloy bracelet,1498.0,449.0,cinderella collection by shining diva alloy bracelet,1488,509
16842,trilokani sport walking shoes,2699.0,989.0,trilokani sport walking shoes,2693,1106
16843,sheetalworld microfiber set of towels,800.0,369.0,sheetalworld microfiber set of towels,794,478
16844,trident cotton set of towels,999.0,999.0,trident cotton set of towels,994,1202
16845,comfort cotton bath towel,2999.0,949.0,comfort cotton bath towel,2984,1092
16846,welhouse floral cushions cover,1899.0,1093.0,welhouse floral cushions cover,1895,1225
16847,msenterprises floral cushions cover,1299.0,580.0,msenterprises floral cushions cover,1282,687
16848,roadster solid round neck casual men's sweater,1299.0,909.0,roadster solid round neck casual men's sweater,1297,1139
16849,sjpearls alloy pearl bracelet set,2800.0,1500.0,sjpearls alloy pearl bracelet set,2783,1723
16850,sjpearls alloy pearl bracelet set,5500.0,2800.0,sjpearls alloy pearl bracelet set,2783,1723
16851,club york solid v-neck casual men's sweater,2499.0,850.0,club york solid v-neck casual men's sweater,1983,1045
16852,sjpearls alloy pearl bracelet set,2050.0,1000.0,sjpearls alloy pearl bracelet set,2783,1723
16853,mast & harbour self design v-neck casual men's sweater,1499.0,899.0,mast & harbour self design v-neck casual men's sweater,1497,1089
16854,sjpearls alloy pearl bracelet set,2010.0,1000.0,sjpearls alloy pearl bracelet set,2783,1723
16855,club york solid v-neck casual men's sweater,1999.0,899.0,club york solid v-neck casual men's sweater,1983,1045
16856,sjpearls alloy pearl bracelet set,2450.0,1300.0,sjpearls alloy pearl bracelet set,2783,1723
16857,sj pearls alloy pearl bracelet,550.0,310.0,sj pearls alloy pearl bracelet,548,369
16858,sj pearls alloy pearl bracelet,1299.0,600.0,sj pearls alloy pearl bracelet,548,369
16859,sjpearls alloy pearl bracelet set,2500.0,1350.0,sjpearls alloy pearl bracelet set,2783,1723
16860,"dressvilla acrylic, alloy bracelet set",799.0,349.0,"dressvilla acrylic, alloy bracelet set",779,402
16861,muchmore copper copper charm bracelet,798.0,399.0,muchmore copper copper charm bracelet,779,444
16862,sj pearls alloy pearl bracelet,1499.0,750.0,sj pearls alloy pearl bracelet,548,369
16863,muchmore copper copper charm bracelet,700.0,350.0,muchmore copper copper charm bracelet,779,444
16864,muchmore alloy sterling silver charm bracelet,998.0,550.0,muchmore alloy sterling silver charm bracelet,891,544
16865,muchmore alloy sterling silver charm bracelet,900.0,450.0,muchmore alloy sterling silver charm bracelet,891,544
16866,thelostpuppy back cover for apple ipad air 2,2199.0,599.0,thelostpuppy back cover for apple ipad air,2182,738
16867,thelostpuppy back cover for apple ipad air 2,2199.0,599.0,thelostpuppy back cover for apple ipad air,2182,738
16868,select sporty walking shoes,999.0,449.0,select sporty walking shoes,983,548
16869,thelostpuppy back cover for apple ipad air,2199.0,599.0,thelostpuppy back cover for apple ipad air,2182,738
16870,select sporty running shoes,999.0,449.0,select sporty running shoes,979,538
16871,catbird walking shoes,1099.0,799.0,catbird walking shoes,1094,969
16872,theskinmantra sleeve for all versions of apple ipad,1499.0,549.0,theskinmantra sleeve for all versions of apple ipad,1484,685
16873,theskinmantra sleeve for all versions of apple ipad,1499.0,549.0,theskinmantra sleeve for all versions of apple ipad,1484,685
16874,london fog solid v-neck casual men's sweater,2499.0,2499.0,london fog solid v-neck casual men's sweater,2486,2833
16875,thelostpuppy back cover for apple ipad air,2199.0,599.0,thelostpuppy back cover for apple ipad air,2182,738
16876,theskinmantra sleeve for all versions of apple ipad,1499.0,549.0,theskinmantra sleeve for all versions of apple ipad,1484,685
16877,thelostpuppy back cover for apple ipad air 2,2199.0,599.0,thelostpuppy back cover for apple ipad air,2182,738
16878,thelostpuppy back cover for apple ipad air 2,2199.0,599.0,thelostpuppy back cover for apple ipad air,2182,738
16879,thelostpuppy back cover for apple ipad air,2199.0,599.0,thelostpuppy back cover for apple ipad air,2182,738
16880,thelostpuppy back cover for apple ipad air 2,2199.0,599.0,thelostpuppy back cover for apple ipad air,2182,738
16881,thelostpuppy back cover for apple ipad air,2199.0,599.0,thelostpuppy back cover for apple ipad air,2182,738
16882,thelostpuppy back cover for apple ipad air 2,2199.0,599.0,thelostpuppy back cover for apple ipad air,2182,738
16883,leebonee argyle v-neck casual men's sweater,1595.0,999.0,leebonee argyle v-neck casual men's sweater,1576,1136
16884,thelostpuppy back cover for apple ipad air,2199.0,599.0,thelostpuppy back cover for apple ipad air,2182,738
16885,leebonee geometric print v-neck casual men's sweater,1595.0,999.0,leebonee geometric print v-neck casual men's sweater,1582,1254
16886,leebonee argyle v-neck casual men's sweater,1595.0,999.0,leebonee argyle v-neck casual men's sweater,1576,1136
16887,sportking geometric print v-neck casual men's sweater,745.0,745.0,sportking geometric print v-neck casual men's sweater,734,953
16888,leebonee geometric print v-neck casual men's sweater,1895.0,1199.0,leebonee geometric print v-neck casual men's sweater,1582,1254
16889,thelostpuppy back cover for apple ipad air,2199.0,599.0,thelostpuppy back cover for apple ipad air,2182,738
16890,thelostpuppy back cover for apple ipad air,2199.0,599.0,thelostpuppy back cover for apple ipad air,2182,738
16891,tsavo solid turtle neck casual men's sweater,1699.0,1399.0,tsavo solid turtle neck casual men's sweater,1684,1748
16892,thelostpuppy back cover for apple ipad air,2199.0,599.0,thelostpuppy back cover for apple ipad air,2182,738
16893,thelostpuppy back cover for apple ipad air,2199.0,599.0,thelostpuppy back cover for apple ipad air,2182,738
16894,thelostpuppy back cover for apple ipad air,2199.0,599.0,thelostpuppy back cover for apple ipad air,2182,738
16895,bgs alloy bracelet,999.0,499.0,bgs alloy bracelet,983,556
16896,bgs alloy bracelet,1399.0,699.0,bgs alloy bracelet,983,556
16897,bgs alloy bracelet,1399.0,699.0,bgs alloy bracelet,983,556
16898,bgs alloy crystal bracelet,1048.0,524.0,bgs alloy crystal bracelet,1040,675
16899,thelostpuppy back cover for apple ipad air,2199.0,599.0,thelostpuppy back cover for apple ipad air,2182,738
16900,bgs alloy crystal bracelet,1199.0,599.0,bgs alloy crystal bracelet,1040,675
16901,mafatlal cotton bath towel,735.0,545.0,mafatlal cotton bath towel,717,471
16902,bgs alloy crystal bracelet,399.0,199.0,bgs alloy crystal bracelet,1040,675
16903,bgs alloy crystal bracelet,1399.0,699.0,bgs alloy crystal bracelet,1040,675
16904,mafatlal cotton bath towel,735.0,680.0,mafatlal cotton bath towel,717,471
16905,thelostpuppy back cover for apple ipad air 2,2199.0,599.0,thelostpuppy back cover for apple ipad air,2182,738
16906,bgs alloy bangle,7199.0,3599.0,bgs alloy bangle,7183,4152
16907,mafatlal cotton bath towel,720.0,375.0,mafatlal cotton bath towel,717,471
16908,thelostpuppy book cover for apple ipad air 2,2199.0,599.0,thelostpuppy book cover for apple ipad air 2,2180,778
16909,bgs leather bracelet,798.0,399.0,bgs leather bracelet,780,467
16910,theskinmantra sleeve for all versions of apple ipad,1499.0,549.0,theskinmantra sleeve for all versions of apple ipad,1484,685
16911,bgs alloy bracelet,1399.0,699.0,bgs alloy bracelet,983,556
16912,bgs alloy bracelet,999.0,499.0,bgs alloy bracelet,983,556
16913,bgs alloy bracelet,1399.0,699.0,bgs alloy bracelet,983,556
16914,theskinmantra sleeve for all versions of apple ipad,1499.0,549.0,theskinmantra sleeve for all versions of apple ipad,1484,685
16915,thelostpuppy back cover for apple ipad air,2199.0,599.0,thelostpuppy back cover for apple ipad air,2182,738
16916,bgs alloy crystal bracelet,399.0,199.0,bgs alloy crystal bracelet,1040,675
16917,bgs alloy crystal bracelet,399.0,199.0,bgs alloy crystal bracelet,1040,675
16918,bgs alloy crystal bracelet,748.0,374.0,bgs alloy crystal bracelet,1040,675
16919,thelostpuppy book cover for apple ipad air,2199.0,599.0,thelostpuppy book cover for apple ipad air 2,2180,778
16920,furry printed single blanket multicolor,1999.0,895.0,furry printed single blanket multicolor,1989,1007
16921,bgs alloy crystal bracelet,399.0,199.0,bgs alloy crystal bracelet,1040,675
16922,theskinmantra sleeve for all versions of apple ipad,1499.0,549.0,theskinmantra sleeve for all versions of apple ipad,1484,685
16923,bgs alloy crystal bracelet,1399.0,699.0,bgs alloy crystal bracelet,1040,675
16924,bgs alloy crystal bracelet,599.0,299.0,bgs alloy crystal bracelet,1040,675
16925,bgs alloy crystal bracelet,1199.0,599.0,bgs alloy crystal bracelet,1040,675
16926,bgs alloy charm bracelet,999.0,499.0,bgs alloy charm bracelet,991,625
16927,theskinmantra sleeve for all versions of apple ipad,1499.0,549.0,theskinmantra sleeve for all versions of apple ipad,1484,685
